"","Gemeinde_f","Gemeinde_d","Gemeinde_i","Kanton_Short","Ja_Stimmen_In_Prozent","Commune","Gemeinde","Comune","Canton","Kanton","Cantone","Pourcentage de oui","Ja in %","Percentuale di sì"
"34","Veyrier","Veyrier","Veyrier","GE",61.614071392,"Veyrier","Veyrier","Veyrier","GE","GE","GE",61.614071392,61.614071392,61.614071392
"35","Coppet","Coppet","Coppet","VD",61.595744681,"Coppet","Coppet","Coppet","VD","VD","VD",61.595744681,61.595744681,61.595744681
"36","Lenzburg","Lenzburg","Lenzburg","AG",61.339381003,"Lenzburg","Lenzburg","Lenzburg","AG","AG","AG",61.339381003,61.339381003,61.339381003
"37","Nyon","Nyon","Nyon","VD",61.322255613,"Nyon","Nyon","Nyon","VD","VD","VD",61.322255613,61.322255613,61.322255613
"38","Evilard","Leubringen","Leubringen","BE",61.308562197,"Evilard","Leubringen","Leubringen","BE","BE","BE",61.308562197,61.308562197,61.308562197
"39","Puplinge","Puplinge","Puplinge","GE",61.104718067,"Puplinge","Puplinge","Puplinge","GE","GE","GE",61.104718067,61.104718067,61.104718067
"40","Tannay","Tannay","Tannay","VD",61.060329068,"Tannay","Tannay","Tannay","VD","VD","VD",61.060329068,61.060329068,61.060329068
"41","Troinex","Troinex","Troinex","GE",61.060142712,"Troinex","Troinex","Troinex","GE","GE","GE",61.060142712,61.060142712,61.060142712
"42","Bolligen","Bolligen","Bolligen","BE",60.992691839,"Bolligen","Bolligen","Bolligen","BE","BE","BE",60.992691839,60.992691839,60.992691839
"43","Plan-les-Ouates","Plan-les-Ouates","Plan-les-Ouates","GE",60.924951537,"Plan-les-Ouates","Plan-les-Ouates","Plan-les-Ouates","GE","GE","GE",60.924951537,60.924951537,60.924951537
"44","Astano","Astano","Astano","TI",60.810810811,"Astano","Astano","Astano","TI","TI","TI",60.810810811,60.810810811,60.810810811
"45","Windisch","Windisch","Windisch","AG",60.790273556,"Windisch","Windisch","Windisch","AG","AG","AG",60.790273556,60.790273556,60.790273556
"46","Anières","Anières","Anières","GE",60.767326733,"Anières","Anières","Anières","GE","GE","GE",60.767326733,60.767326733,60.767326733
"47","Le Grand-Saconnex","Le Grand-Saconnex","Le Grand-Saconnex","GE",60.720853255,"Le Grand-Saconnex","Le Grand-Saconnex","Le Grand-Saconnex","GE","GE","GE",60.720853255,60.720853255,60.720853255
"48","Villars-sur-Glâne","Villars-sur-Glâne","Villars-sur-Glâne","FR",60.59165346,"Villars-sur-Glâne","Villars-sur-Glâne","Villars-sur-Glâne","FR","FR","FR",60.59165346,60.59165346,60.59165346
"49","Chêne-Bourg","Chêne-Bourg","Chêne-Bourg","GE",60.379918589,"Chêne-Bourg","Chêne-Bourg","Chêne-Bourg","GE","GE","GE",60.379918589,60.379918589,60.379918589
"50","Nidau","Nidau","Nidau","BE",60.320207702,"Nidau","Nidau","Nidau","BE","BE","BE",60.320207702,60.320207702,60.320207702
