"","Gemeinde_f","Gemeinde_d","Gemeinde_i","Kanton_Short","Ja_Stimmen_In_Prozent","Commune","Gemeinde","Comune","Canton","Kanton","Cantone","Pourcentage de oui","Ja in %","Percentuale di sì"
"23","Carouge (GE)","CarouGE","CarouGE","GE",54.271878243,"Carouge (GE)","CarouGE","CarouGE","GE","GE","GE",54.271878243,54.271878243,54.271878243
"24","Neuchâtel","Neuenburg","Neuenburg","NE",53.803636364,"Neuchâtel","Neuenburg","Neuenburg","NE","NE","NE",53.803636364,53.803636364,53.803636364
"25","Saint-Gall","St. Gallen","San Gallo","SG",53.706316256,"Saint-Gall","St. Gallen","San Gallo","SG","SG","SG",53.706316256,53.706316256,53.706316256
"26","Arlesheim","Arlesheim","Arlesheim","BL",53.683122254,"Arlesheim","Arlesheim","Arlesheim","BL","BL","BL",53.683122254,53.683122254,53.683122254
"27","Aarau","Aarau","Aarau","AG",53.673446704,"Aarau","Aarau","Aarau","AG","AG","AG",53.673446704,53.673446704,53.673446704
"28","Dornach","Dornach","Dornach","SO",53.639010189,"Dornach","Dornach","Dornach","SO","SO","SO",53.639010189,53.639010189,53.639010189
"29","Miglieglia","Miglieglia","Miglieglia","TI",53.608247423,"Miglieglia","Miglieglia","Miglieglia","TI","TI","TI",53.608247423,53.608247423,53.608247423
"30","Köniz","Köniz","Köniz","BE",53.242878054,"Köniz","Köniz","Köniz","BE","BE","BE",53.242878054,53.242878054,53.242878054
"31","Trin","Trin","Trin","GR",52.878179384,"Trin","Trin","Trin","GR","GR","GR",52.878179384,52.878179384,52.878179384
"32","Fribourg","Freiburg","Friburgo","FR",52.81238875,"Fribourg","Freiburg","Friburgo","FR","FR","FR",52.81238875,52.81238875,52.81238875
"33","Rüttenen","Rüttenen","Rüttenen","SO",52.683615819,"Rüttenen","Rüttenen","Rüttenen","SO","SO","SO",52.683615819,52.683615819,52.683615819
"34","Wohlen bei Bern","Wohlen bei Bern","Wohlen bei Bern","BE",52.463465553,"Wohlen bei Bern","Wohlen bei Bern","Wohlen bei Bern","BE","BE","BE",52.463465553,52.463465553,52.463465553
"35","Douanne-Daucher","Twann-Tüscherz","Twann-Tüscherz","BE",52.435064935,"Douanne-Daucher","Twann-Tüscherz","Twann-Tüscherz","BE","BE","BE",52.435064935,52.435064935,52.435064935
"36","Gottlieben","Gottlieben","Gottlieben","TG",52.427184466,"Gottlieben","Gottlieben","Gottlieben","TG","TG","TG",52.427184466,52.427184466,52.427184466
"37","Vevey","Vevey","Vevey","VD",52.357894737,"Vevey","Vevey","Vevey","VD","VD","VD",52.357894737,52.357894737,52.357894737
"38","Bister","Bister","Bister","VS",52.173913043,"Bister","Bister","Bister","VS","VS","VS",52.173913043,52.173913043,52.173913043
"39","Galmiz","Galmiz","Galmiz","FR",52.083333333,"Galmiz","Galmiz","Galmiz","FR","FR","FR",52.083333333,52.083333333,52.083333333
"40","Turgi","Turgi","Turgi","AG",51.728395062,"Turgi","Turgi","Turgi","AG","AG","AG",51.728395062,51.728395062,51.728395062
"41","Cerlier","Erlach","Erlach","BE",51.485148515,"Cerlier","Erlach","Erlach","BE","BE","BE",51.485148515,51.485148515,51.485148515
"42","Rifferswil","Rifferswil","Rifferswil","ZH",51.40625,"Rifferswil","Rifferswil","Rifferswil","ZH","ZH","ZH",51.40625,51.40625,51.40625
"43","Schaffhouse","Schaffhausen","Sciaffusa","SH",51.275074353,"Schaffhouse","Schaffhausen","Sciaffusa","SH","SH","SH",51.275074353,51.275074353,51.275074353
"44","Hilterfingen","Hilterfingen","Hilterfingen","BE",51.205673759,"Hilterfingen","Hilterfingen","Hilterfingen","BE","BE","BE",51.205673759,51.205673759,51.205673759
"45","Rehetobel","Rehetobel","Rehetobel","AR",50.869565217,"Rehetobel","Rehetobel","Rehetobel","AR","AR","AR",50.869565217,50.869565217,50.869565217
"46","Burg im Leimental","Burg im Leimental","Burg im Leimental","BL",50.704225352,"Burg im Leimental","Burg im Leimental","Burg im Leimental","BL","BL","BL",50.704225352,50.704225352,50.704225352
"47","Dittingen","Dittingen","Dittingen","BL",50.613496933,"Dittingen","Dittingen","Dittingen","BL","BL","BL",50.613496933,50.613496933,50.613496933
"48","Rheinau","Rheinau","Rheinau","ZH",50.405186386,"Rheinau","Rheinau","Rheinau","ZH","ZH","ZH",50.405186386,50.405186386,50.405186386
"49","Rorschach","Rorschach","Rorschach","SG",50.206398349,"Rorschach","Rorschach","Rorschach","SG","SG","SG",50.206398349,50.206398349,50.206398349
"50","Muri bei Bern","Muri bei Bern","Muri bei Bern","BE",50.008187326,"Muri bei Bern","Muri bei Bern","Muri bei Bern","BE","BE","BE",50.008187326,50.008187326,50.008187326
